223445	COG0368
223446	COG0369
223447	COG0370
223448	COG0371
223449	COG0372
223450	COG0373
223451	COG0374
223452	COG0375
223453	COG0376
223454	COG0377
223455	COG0378
223456	COG0379
223457	COG0380
223458	COG0381
223459	COG0382
223460	COG0383
223461	COG0384
223462	COG0385
223463	COG0386
223464	COG0387
223465	COG0388
223466	COG0389
223467	COG0390
223468	COG0391
223469	COG0392
223470	COG0393
223471	COG0394
223472	COG0395
223473	COG0396
223474	COG0397
223475	COG0398
223476	COG0399
223477	COG0400
223478	COG0401
223479	COG0402
223480	COG0403
223481	COG0404
223482	COG0405
223483	COG0406
223484	COG0407
223485	COG0408
223486	COG0409
223487	COG0410
223488	COG0411
223489	COG0412
223490	COG0413
223491	COG0414
223492	COG0415
223493	COG0416
223494	COG0417
223495	COG0418
223496	COG0419
223497	COG0420
223498	COG0421
223499	COG0422
223500	COG0423
223501	COG0424
223502	COG0425
223503	COG0426
223504	COG0427
223505	COG0428
223506	COG0429
223507	COG0430
223508	COG0431
223509	COG0432
223510	COG0433
223511	COG0434
223512	COG0435
223513	COG0436
223514	COG0437
223515	COG0438
223516	COG0439
223517	COG0440
223518	COG0441
223519	COG0442
223520	COG0443
223521	COG0444
223522	COG0445
223523	COG0446
223524	COG0447
223525	COG0448
223526	COG0449
223527	COG0450
223528	COG0451
223529	COG0452
223530	COG0454
223531	COG0455
223532	COG0456
223533	COG0457
223534	COG0458
223535	COG0459
223536	COG0460
223537	COG0461
223538	COG0462
223539	COG0463
223540	COG0464
223541	COG0465
223542	COG0466
223543	COG0467
223544	COG0468
223545	COG0469
223546	COG0470
223547	COG0471
223548	COG0472
223549	COG0473
223550	COG0474
223551	COG0475
223552	COG0476
223553	COG0477
223554	COG0478
223555	COG0479
223556	COG0480
223557	COG0481
223558	COG0482
223559	COG0483
223560	COG0484
223561	COG0486
223562	COG0488
223563	COG0489
223564	COG0490
223565	COG0491
223566	COG0492
223567	COG0493
223568	COG0494
223569	COG0495
223570	COG0496
223571	COG0497
223572	COG0498
223573	COG0499
223574	COG0500
223575	COG0501
223576	COG0502
223577	COG0503
223578	COG0504
223579	COG0505
223580	COG0506
223581	COG0507
223582	COG0508
223583	COG0509
223584	COG0510
223585	COG0511
223586	COG0512
223587	COG0513
223588	COG0514
223589	COG0515
223590	COG0516
223591	COG0517
223592	COG0518
223593	COG0519
223594	COG0520
223595	COG0521
223596	COG0522
223597	COG0523
223598	COG0524
223599	COG0525
223600	COG0526
223601	COG0527
223602	COG0528
223603	COG0529
223604	COG0530
223605	COG0531
223606	COG0532
223607	COG0533
223608	COG0534
223609	COG0535
223610	COG0536
223611	COG0537
223612	COG0538
223613	COG0539
223614	COG0540
223615	COG0541
223616	COG0542
223617	COG0543
223618	COG0544
223619	COG0545
223620	COG0546
223621	COG0547
223622	COG0548
223623	COG0549
223624	COG0550
223625	COG0551
223626	COG0552
223627	COG0553
223628	COG0554
223629	COG0555
223630	COG0556
223631	COG0557
223632	COG0558
223633	COG0559
223634	COG0560
223635	COG0561
223636	COG0562
223637	COG0563
223638	COG0564
223639	COG0565
223640	COG0566
223641	COG0567
223642	COG0568
223643	COG0569
223644	COG0571
223645	COG0572
223646	COG0573
223647	COG0574
223648	COG0575
223649	COG0576
223650	COG0577
223651	COG0578
223652	COG0579
223653	COG0580
223654	COG0581
223655	COG0582
223656	COG0583
223657	COG0584
223658	COG0585
223659	COG0586
223660	COG0587
223661	COG0588
223662	COG0589
223663	COG0590
223664	COG0591
223665	COG0592
223666	COG0593
223667	COG0594
223668	COG0595
223669	COG0596
223670	COG0597
223671	COG0598
223672	COG0599
223673	COG0600
223674	COG0601
223675	COG0602
223676	COG0603
223677	COG0604
223678	COG0605
223679	COG0606
223680	COG0607
223681	COG0608
223682	COG0609
223683	COG0610
223684	COG0611
223685	COG0612
223686	COG0613
223687	COG0614
223688	COG0615
223689	COG0616
223690	COG0617
223691	COG0618
223692	COG0619
223693	COG0620
223694	COG0621
223695	COG0622
223696	COG0623
223697	COG0624
223698	COG0625
223699	COG0626
223700	COG0627
223701	COG0628
223702	COG0629
223703	COG0630
223704	COG0631
223705	COG0632
223706	COG0633
223707	COG0634
223708	COG0635
223709	COG0636
223710	COG0637
223711	COG0638
223712	COG0639
223713	COG0640
223714	COG0641
223715	COG0642
223716	COG0643
223717	COG0644
223718	COG0645
223719	COG0646
223720	COG0647
223721	COG0648
223722	COG0649
223723	COG0650
223724	COG0651
223725	COG0652
223726	COG0653
223727	COG0654
223728	COG0655
223729	COG0656
223730	COG0657
223731	COG0658
223732	COG0659
223733	COG0661
223734	COG0662
223735	COG0663
223736	COG0664
223737	COG0665
223738	COG0666
223739	COG0667
223740	COG0668
223741	COG0669
223742	COG0670
223743	COG0671
223744	COG0672
223745	COG0673
223746	COG0674
223747	COG0675
223748	COG0676
223749	COG0677
223750	COG0678
223751	COG0679
223752	COG0680
223753	COG0681
223754	COG0682
223755	COG0683
223756	COG0684
223757	COG0685
223758	COG0686
223759	COG0687
223760	COG0688
223761	COG0689
223762	COG0690
223763	COG0691
223764	COG0692
223765	COG0693
223766	COG0694
223767	COG0695
223768	COG0696
223769	COG0697
223770	COG0698
223771	COG0699
223772	COG0700
223773	COG0701
223774	COG0702
223775	COG0703
223776	COG0704
223777	COG0705
223778	COG0706
223779	COG0707
223780	COG0708
223781	COG0709
223782	COG0710
223783	COG0711
223784	COG0712
223785	COG0713
223786	COG0714
223787	COG0715
223788	COG0716
223789	COG0717
223790	COG0718
223791	COG0719
223792	COG0720
223793	COG0721
223794	COG0722
223795	COG0723
223796	COG0724
223797	COG0725
223798	COG0726
223799	COG0727
223800	COG0728
223801	COG0729
223802	COG0730
223803	COG0731
223804	COG0732
223805	COG0733
223806	COG0735
223807	COG0736
223808	COG0737
223809	COG0738
223810	COG0739
223811	COG0740
223812	COG0741
223813	COG0742
223814	COG0743
223815	COG0744
223816	COG0745
223817	COG0746
223818	COG0747
223819	COG0748
223820	COG0749
223821	COG0750
223822	COG0751
223823	COG0752
223824	COG0753
223825	COG0754
223826	COG0755
223827	COG0756
223828	COG0757
223829	COG0758
223830	COG0759
223831	COG0760
223832	COG0761
223833	COG0762
223834	COG0763
223835	COG0764
223836	COG0765
223837	COG0766
223838	COG0767
223839	COG0768
223840	COG0769
223841	COG0770
223842	COG0771
223843	COG0772
223844	COG0773
223845	COG0774
223846	COG0775
223847	COG0776
223848	COG0777
223849	COG0778
223850	COG0779
223851	COG0780
223852	COG0781
223853	COG0782
223854	COG0783
223855	COG0784
223856	COG0785
223857	COG0786
223858	COG0787
223859	COG0788
223860	COG0789
223861	COG0790
223862	COG0791
223863	COG0792
223864	COG0793
223865	COG0794
223866	COG0795
223867	COG0796
223868	COG0797
223869	COG0798
223870	COG0799
223871	COG0800
223872	COG0801
223873	COG0802
223874	COG0803
223875	COG0804
223876	COG0805
223877	COG0806
223878	COG0807
223879	COG0809
223880	COG0810
223881	COG0811
223882	COG0812
223883	COG0813
223884	COG0814
223885	COG0815
223886	COG0816
223887	COG0817
223888	COG0818
223889	COG0819
223890	COG0820
223891	COG0821
223892	COG0822
223893	COG0823
223894	COG0824
223895	COG0825
223896	COG0826
223897	COG0827
223898	COG0828
223899	COG0829
223900	COG0830
223901	COG0831
223902	COG0832
223903	COG0833
223904	COG0834
223905	COG0835
223906	COG0836
223907	COG0837
223908	COG0838
223909	COG0839
223910	COG0840
223911	COG0841
223912	COG0842
223913	COG0843
223914	COG0845
223915	COG0846
223916	COG0847
223917	COG0848
223918	COG0849
223919	COG0850
223920	COG0851
223921	COG0852
223922	COG0853
223923	COG0854
223924	COG0855
223925	COG0856
223926	COG0857
223927	COG0858
223928	COG0859
223929	COG0860
223930	COG0861
223931	COG0863
223932	COG0864
223933	COG1001
223934	COG1002
223935	COG1003
223936	COG1004
223937	COG1005
223938	COG1006
223939	COG1007
223940	COG1008
223941	COG1009
223942	COG1010
223943	COG1011
223944	COG1012
223945	COG1013
223946	COG1014
223947	COG1015
223948	COG1017
223949	COG1018
223950	COG1019
223951	COG1020
223952	COG1021
223953	COG1022
223954	COG1023
223955	COG1024
223956	COG1025
223957	COG1026
223958	COG1027
223959	COG1028
223960	COG1029
223961	COG1030
223962	COG1031
223963	COG1032
223964	COG1033
223965	COG1034
223966	COG1035
223967	COG1036
223968	COG1038
223969	COG1039
223970	COG1040
223971	COG1041
223972	COG1042
223973	COG1043
223974	COG1044
223975	COG1045
223976	COG1047
223977	COG1048
223978	COG1049
223979	COG1051
223980	COG1052
223981	COG1053
223982	COG1054
223983	COG1055
223984	COG1056
223985	COG1057
223986	COG1058
223987	COG1059
223988	COG1060
223989	COG1061
223990	COG1062
223991	COG1063
223992	COG1064
223993	COG1066
223994	COG1067
223995	COG1069
223996	COG1070
223997	COG1071
223998	COG1072
223999	COG1073
224000	COG1074
224001	COG1075
224002	COG1076
224003	COG1077
224004	COG1078
224005	COG1079
224006	COG1080
224007	COG1082
224008	COG1083
224009	COG1084
224010	COG1085
224011	COG1086
224012	COG1087
224013	COG1088
224014	COG1089
224015	COG1090
224016	COG1091
224017	COG1092
224018	COG1093
224019	COG1094
224020	COG1095
224021	COG1096
224022	COG1097
224023	COG1098
224024	COG1099
224025	COG1100
224026	COG1101
224027	COG1102
224028	COG1103
224029	COG1104
224030	COG1105
224031	COG1106
224032	COG1107
224033	COG1108
224034	COG1109
224035	COG1110
224036	COG1111
224037	COG1112
224038	COG1113
224039	COG1114
224040	COG1115
224041	COG1116
224042	COG1117
224043	COG1118
224044	COG1119
224045	COG1120
224046	COG1121
224047	COG1122
224048	COG1123
224049	COG1124
224050	COG1125
224051	COG1126
224052	COG1127
224053	COG1129
224054	COG1131
224055	COG1132
224056	COG1133
224057	COG1134
224058	COG1135
224059	COG1136
224060	COG1137
224061	COG1138
224062	COG1139
224063	COG1140
224064	COG1141
224065	COG1142
224066	COG1143
224067	COG1144
224068	COG1145
224069	COG1146
224070	COG1148
224071	COG1149
224072	COG1150
224073	COG1151
224074	COG1152
224075	COG1153
224076	COG1154
224077	COG1155
224078	COG1156
224079	COG1157
224080	COG1158
224081	COG1159
224082	COG1160
224083	COG1161
224084	COG1162
224085	COG1163
224086	COG1164
224087	COG1165
224088	COG1166
224089	COG1167
224090	COG1168
224091	COG1169
224092	COG1171
224093	COG1172
224094	COG1173
224095	COG1174
224096	COG1175
224097	COG1176
224098	COG1177
224099	COG1178
224100	COG1179
224101	COG1180
224102	COG1181
224103	COG1182
224104	COG1183
224105	COG1184
224106	COG1185
224107	COG1186
224108	COG1187
224109	COG1188
224110	COG1189
224111	COG1190
224112	COG1191
224113	COG1192
224114	COG1193
224115	COG1194
224116	COG1195
224117	COG1196
224118	COG1197
224119	COG1198
224120	COG1199
224121	COG1200
224122	COG1201
224123	COG1202
224124	COG1203
224125	COG1204
224126	COG1205
224127	COG1206
224128	COG1207
224129	COG1208
224130	COG1209
224131	COG1210
224132	COG1211
224133	COG1212
224134	COG1213
224135	COG1214
224136	COG1215
224137	COG1216
224138	COG1217
224139	COG1218
224140	COG1219
224141	COG1220
224142	COG1221
224143	COG1222
224144	COG1223
224145	COG1224
224146	COG1225
224147	COG1226
224148	COG1227
224149	COG1228
224150	COG1229
224151	COG1230
224152	COG1231
224153	COG1232
224154	COG1233
224155	COG1234
224156	COG1235
224157	COG1236
224158	COG1237
224159	COG1238
224160	COG1239
224161	COG1240
224162	COG1241
224163	COG1242
224164	COG1243
224165	COG1244
224166	COG1245
224167	COG1246
224168	COG1247
224169	COG1249
224170	COG1250
224171	COG1251
224172	COG1252
224173	COG1253
224174	COG1254
224175	COG1255
224176	COG1256
224177	COG1257
224178	COG1258
224179	COG1259
224180	COG1260
224181	COG1261
224182	COG1262
224183	COG1263
224184	COG1264
224185	COG1266
224186	COG1267
224187	COG1268
224188	COG1269
224189	COG1270
224190	COG1271
224191	COG1272
224192	COG1273
224193	COG1274
224194	COG1275
224195	COG1276
224196	COG1277
224197	COG1278
224198	COG1279
224199	COG1280
224200	COG1281
224201	COG1282
224202	COG1283
224203	COG1284
224204	COG1285
224205	COG1286
224206	COG1287
224207	COG1288
224208	COG1289
224209	COG1290
224210	COG1291
224211	COG1292
224212	COG1293
224213	COG1294
224214	COG1295
224215	COG1296
224216	COG1297
224217	COG1298
224218	COG1299
224219	COG1300
224220	COG1301
224221	COG1302
224222	COG1303
224223	COG1304
224224	COG1305
224225	COG1306
224226	COG1307
224227	COG1308
224228	COG1309
224229	COG1310
224230	COG1311
224231	COG1312
224232	COG1313
224233	COG1314
224234	COG1315
224235	COG1316
224236	COG1317
224237	COG1318
224238	COG1319
224239	COG1320
224240	COG1321
224241	COG1322
224242	COG1323
224243	COG1324
224244	COG1325
224245	COG1326
224246	COG1327
224247	COG1328
224248	COG1329
224249	COG1330
224250	COG1331
224251	COG1332
224252	COG1333
224253	COG1334
224254	COG1335
224255	COG1336
224256	COG1337
224257	COG1338
224258	COG1339
224259	COG1340
224260	COG1341
224261	COG1342
224262	COG1343
224263	COG1344
224264	COG1345
224265	COG1346
224266	COG1347
224267	COG1348
224268	COG1349
224269	COG1350
224270	COG1351
224271	COG1352
224272	COG1353
224273	COG1354
224274	COG1355
224275	COG1356
224276	COG1357
224277	COG1358
224278	COG1359
224279	COG1360
224280	COG1361
224281	COG1362
224282	COG1363
224283	COG1364
224284	COG1365
224285	COG1366
224286	COG1367
224287	COG1368
224288	COG1369
224289	COG1370
224290	COG1371
224291	COG1372
224292	COG1373
224293	COG1374
224294	COG1376
224295	COG1377
224296	COG1378
224297	COG1379
224298	COG1380
224299	COG1381
224300	COG1382
224301	COG1383
224302	COG1384
224303	COG1385
224304	COG1386
224305	COG1387
224306	COG1388
224307	COG1389
224308	COG1390
224309	COG1391
224310	COG1392
224311	COG1393
224312	COG1394
224313	COG1395
224314	COG1396
224315	COG1397
224316	COG1398
224317	COG1399
224318	COG1400
224319	COG1401
224320	COG1402
224321	COG1403
224322	COG1404
224323	COG1405
224324	COG1406
224325	COG1407
224326	COG1408
224327	COG1409
224328	COG1410
224329	COG1411
224330	COG1412
224331	COG1413
224332	COG1414
224333	COG1415
224334	COG1416
224335	COG1417
224336	COG1418
224337	COG1419
224338	COG1420
224339	COG1421
224340	COG1422
224341	COG1423
224342	COG1424
224343	COG1426
224344	COG1427
224345	COG1428
224346	COG1429
224347	COG1430
224348	COG1431
224349	COG1432
224350	COG1433
224351	COG1434
224352	COG1435
224353	COG1436
224354	COG1437
224355	COG1438
224356	COG1439
224357	COG1440
224358	COG1441
224359	COG1442
224360	COG1443
224361	COG1444
224362	COG1445
224363	COG1446
224364	COG1447
224365	COG1448
224366	COG1449
224367	COG1450
224368	COG1451
224369	COG1452
224370	COG1453
224371	COG1454
224372	COG1455
224373	COG1456
224374	COG1457
224375	COG1458
224376	COG1459
224377	COG1460
224378	COG1461
224379	COG1462
224380	COG1463
224381	COG1464
224382	COG1465
224383	COG1466
224384	COG1467
224385	COG1468
224386	COG1469
224387	COG1470
224388	COG1471
224389	COG1472
224390	COG1473
224391	COG1474
224392	COG1475
224393	COG1476
224394	COG1477
224395	COG1478
224396	COG1479
224397	COG1480
224398	COG1481
224399	COG1482
224400	COG1483
224401	COG1484
224402	COG1485
224403	COG1486
224404	COG1487
224405	COG1488
224406	COG1489
224407	COG1490
224408	COG1491
224409	COG1492
224410	COG1493
224411	COG1494
224412	COG1495
224413	COG1496
224414	COG1497
224415	COG1498
224416	COG1499
224417	COG1500
224418	COG1501
224419	COG1502
224420	COG1503
224421	COG1504
224422	COG1505
224423	COG1506
224424	COG1507
224425	COG1508
224426	COG1509
224427	COG1510
224428	COG1511
224429	COG1512
224430	COG1513
224431	COG1514
224432	COG1515
224433	COG1516
224434	COG1517
224435	COG1518
224436	COG1519
224437	COG1520
224438	COG1521
224439	COG1522
224440	COG1523
224441	COG1524
224442	COG1525
224443	COG1526
224444	COG1527
224445	COG1528
224446	COG1529
224447	COG1530
224448	COG1531
224449	COG1532
224450	COG1533
224451	COG1534
224452	COG1535
224453	COG1536
224454	COG1537
224455	COG1538
224456	COG1539
224457	COG1540
224458	COG1541
224459	COG1542
224460	COG1543
224461	COG1544
224462	COG1545
224463	COG1546
224464	COG1547
224465	COG1548
224466	COG1549
224467	COG1550
224468	COG1551
224469	COG1552
224470	COG1553
224471	COG1554
224472	COG1555
224473	COG1556
224474	COG1558
224475	COG1559
224476	COG1560
224477	COG1561
224478	COG1562
224479	COG1563
224480	COG1564
224481	COG1565
224482	COG1566
224483	COG1567
224484	COG1568
224485	COG1569
224486	COG1570
224487	COG1571
224488	COG1572
224489	COG1573
224490	COG1574
224491	COG1575
224492	COG1576
224493	COG1577
224494	COG1578
224495	COG1579
224496	COG1580
224497	COG1581
224498	COG1582
224499	COG1583
224500	COG1584
224501	COG1585
224502	COG1586
224503	COG1587
224504	COG1588
224505	COG1589
224506	COG1590
224507	COG1591
224508	COG1592
224509	COG1593
224510	COG1594
224511	COG1595
224512	COG1596
224513	COG1597
224514	COG1598
224515	COG1599
224516	COG1600
224517	COG1601
224518	COG1602
224519	COG1603
224520	COG1604
224521	COG1605
224522	COG1606
224523	COG1607
224524	COG1608
224525	COG1609
224526	COG1610
224527	COG1611
224528	COG1612
224529	COG1613
224530	COG1614
224531	COG1615
224532	COG1617
224533	COG1618
224534	COG1619
224535	COG1620
224536	COG1621
224537	COG1622
224538	COG1623
224539	COG1624
224540	COG1625
224541	COG1626
224542	COG1627
224543	COG1628
224544	COG1629
224545	COG1630
224546	COG1631
224547	COG1632
224548	COG1633
224549	COG1634
224550	COG1635
224551	COG1636
224552	COG1637
224553	COG1638
224554	COG1639
224555	COG1640
224556	COG1641
224557	COG1643
224558	COG1644
224559	COG1645
224560	COG1646
224561	COG1647
224562	COG1648
224563	COG1649
224564	COG1650
224565	COG1651
224566	COG1652
224567	COG1653
224568	COG1654
224569	COG1655
224570	COG1656
224571	COG1657
224572	COG1658
224573	COG1659
224574	COG1660
224575	COG1661
224576	COG1662
224577	COG1663
224578	COG1664
224579	COG1665
224580	COG1666
224581	COG1667
224582	COG1668
224583	COG1669
224584	COG1670
224585	COG1671
224586	COG1672
224587	COG1673
224588	COG1674
224589	COG1675
224590	COG1676
224591	COG1677
224592	COG1678
224593	COG1679
224594	COG1680
224595	COG1681
224596	COG1682
224597	COG1683
224598	COG1684
224599	COG1685
224600	COG1686
224601	COG1687
224602	COG1688
224603	COG1689
224604	COG1690
224605	COG1691
224606	COG1692
224607	COG1693
224608	COG1694
224609	COG1695
224610	COG1696
224611	COG1697
224612	COG1698
224613	COG1699
224614	COG1700
224615	COG1701
224616	COG1702
224617	COG1703
224618	COG1704
224619	COG1705
224620	COG1706
224621	COG1707
224622	COG1708
224623	COG1709
224624	COG1710
224625	COG1711
224626	COG1712
224627	COG1713
224628	COG1714
224629	COG1715
224630	COG1716
224631	COG1717
224632	COG1718
224633	COG1719
224634	COG1720
224635	COG1721
224636	COG1722
224637	COG1723
224638	COG1724
224639	COG1725
224640	COG1726
224641	COG1727
224642	COG1728
224643	COG1729
224644	COG1730
224645	COG1731
224646	COG1732
224647	COG1733
224648	COG1734
224649	COG1735
224650	COG1736
224651	COG1737
224652	COG1738
224653	COG1739
224654	COG1740
224655	COG1741
224656	COG1742
224657	COG1743
224658	COG1744
224659	COG1745
224660	COG1746
224661	COG1747
224662	COG1748
224663	COG1749
224664	COG1750
224665	COG1751
224666	COG1752
224667	COG1753
224668	COG1754
224669	COG1755
224670	COG1756
224671	COG1757
224672	COG1758
224673	COG1759
224674	COG1760
224675	COG1761
224676	COG1762
224677	COG1763
224678	COG1764
224679	COG1765
224680	COG1766
224681	COG1767
224682	COG1768
224683	COG1769
224684	COG1770
224685	COG1771
224686	COG1772
224687	COG1773
224688	COG1774
224689	COG1775
224690	COG1776
224691	COG1777
224692	COG1778
224693	COG1779
224694	COG1780
224695	COG1781
224696	COG1782
224697	COG1783
224698	COG1784
224699	COG1785
224700	COG1786
224701	COG1787
224702	COG1788
224703	COG1790
224704	COG1791
224705	COG1792
224706	COG1793
224707	COG1794
224708	COG1795
224709	COG1796
224710	COG1797
224711	COG1798
224712	COG1799
224713	COG1800
224714	COG1801
224715	COG1802
224716	COG1803
224717	COG1804
224718	COG1805
224719	COG1806
224720	COG1807
224721	COG1808
224722	COG1809
224723	COG1810
224724	COG1811
224725	COG1812
224726	COG1813
224727	COG1814
224728	COG1815
224729	COG1816
224730	COG1817
224731	COG1818
224732	COG1819
224733	COG1820
224734	COG1821
224735	COG1822
224736	COG1823
224737	COG1824
224738	COG1825
224739	COG1826
224740	COG1827
224741	COG1828
224742	COG1829
224743	COG1830
224744	COG1831
224745	COG1832
224746	COG1833
224747	COG1834
224748	COG1835
224749	COG1836
224750	COG1837
224751	COG1838
224752	COG1839
224753	COG1840
224754	COG1841
224755	COG1842
224756	COG1843
224757	COG1844
224758	COG1845
224759	COG1846
224760	COG1847
224761	COG1848
224762	COG1849
224763	COG1850
224764	COG1851
224765	COG1852
224766	COG1853
224767	COG1854
224768	COG1855
224769	COG1856
224770	COG1857
224771	COG1858
224772	COG1859
224773	COG1860
224774	COG1861
224775	COG1862
224776	COG1863
224777	COG1864
224778	COG1865
224779	COG1866
224780	COG1867
224781	COG1868
224782	COG1869
224783	COG1871
224784	COG1872
224785	COG1873
224786	COG1874
224787	COG1875
224788	COG1876
224789	COG1877
224790	COG1878
224791	COG1879
224792	COG1880
224793	COG1881
224794	COG1882
224795	COG1883
224796	COG1884
224797	COG1885
224798	COG1886
224799	COG1887
224800	COG1888
224801	COG1889
224802	COG1890
224803	COG1891
224804	COG1892
224805	COG1893
224806	COG1894
224807	COG1895
224808	COG1896
224809	COG1897
224810	COG1898
224811	COG1899
224812	COG1900
224813	COG1901
224814	COG1902
224815	COG1903
224816	COG1904
224817	COG1905
224818	COG1906
224819	COG1907
224820	COG1908
224821	COG1909
224822	COG1910
224823	COG1911
224824	COG1912
224825	COG1913
224826	COG1914
224827	COG1915
224828	COG1916
224829	COG1917
